Epoch 1 Training:   0%|                                                                                                          | 0/13500 [00:00<?, ?it/s]C:\Projects\Sereact_coding_challenge\.venv\Lib\site-packages\torch\utils\checkpoint.py:61: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
Epoch 1 Training:   2%|█▎                                                                  | 255/13500 [1:29:12<98:04:16, 26.66s/it, loss=0.941, batch=254]
Epoch 00821: adjusting learning rate of group 0 to 1.9669e-04.
Epoch 00822: adjusting learning rate of group 0 to 1.9668e-04.
Epoch 00823: adjusting learning rate of group 0 to 1.9668e-04.
Epoch 00824: adjusting learning rate of group 0 to 1.9667e-04.
Epoch 00825: adjusting learning rate of group 0 to 1.9666e-04.
Epoch 00826: adjusting learning rate of group 0 to 1.9665e-04.
Epoch 00827: adjusting learning rate of group 0 to 1.9664e-04.
Epoch 00828: adjusting learning rate of group 0 to 1.9664e-04.
Epoch 00829: adjusting learning rate of group 0 to 1.9663e-04.
Epoch 00830: adjusting learning rate of group 0 to 1.9662e-04.
Epoch 00831: adjusting learning rate of group 0 to 1.9661e-04.
Epoch 00832: adjusting learning rate of group 0 to 1.9660e-04.
Epoch 00833: adjusting learning rate of group 0 to 1.9660e-04.
Epoch 00834: adjusting learning rate of group 0 to 1.9659e-04.
Epoch 00835: adjusting learning rate of group 0 to 1.9658e-04.
Epoch 00836: adjusting learning rate of group 0 to 1.9657e-04.
Epoch 00837: adjusting learning rate of group 0 to 1.9656e-04.
Epoch 00838: adjusting learning rate of group 0 to 1.9655e-04.
Epoch 00839: adjusting learning rate of group 0 to 1.9655e-04.
Epoch 00840: adjusting learning rate of group 0 to 1.9654e-04.
Epoch 00841: adjusting learning rate of group 0 to 1.9653e-04.
Epoch 00842: adjusting learning rate of group 0 to 1.9652e-04.
Epoch 00843: adjusting learning rate of group 0 to 1.9651e-04.
Epoch 00844: adjusting learning rate of group 0 to 1.9651e-04.
Epoch 00845: adjusting learning rate of group 0 to 1.9650e-04.
Epoch 00846: adjusting learning rate of group 0 to 1.9649e-04.
Epoch 00847: adjusting learning rate of group 0 to 1.9648e-04.
Epoch 00848: adjusting learning rate of group 0 to 1.9647e-04.
Epoch 00849: adjusting learning rate of group 0 to 1.9646e-04.
Epoch 00850: adjusting learning rate of group 0 to 1.9646e-04.
Epoch 00851: adjusting learning rate of group 0 to 1.9645e-04.
Epoch 00852: adjusting learning rate of group 0 to 1.9644e-04.
Epoch 00853: adjusting learning rate of group 0 to 1.9643e-04.
Epoch 00854: adjusting learning rate of group 0 to 1.9642e-04.
Epoch 00855: adjusting learning rate of group 0 to 1.9641e-04.
Epoch 00856: adjusting learning rate of group 0 to 1.9641e-04.
Epoch 00857: adjusting learning rate of group 0 to 1.9640e-04.
Epoch 00858: adjusting learning rate of group 0 to 1.9639e-04.
Epoch 00859: adjusting learning rate of group 0 to 1.9638e-04.
Epoch 00860: adjusting learning rate of group 0 to 1.9637e-04.
Epoch 00861: adjusting learning rate of group 0 to 1.9636e-04.
Epoch 00862: adjusting learning rate of group 0 to 1.9636e-04.
Epoch 00863: adjusting learning rate of group 0 to 1.9635e-04.
Epoch 00864: adjusting learning rate of group 0 to 1.9634e-04.
Epoch 00865: adjusting learning rate of group 0 to 1.9633e-04.
Epoch 00866: adjusting learning rate of group 0 to 1.9632e-04.
Epoch 00867: adjusting learning rate of group 0 to 1.9631e-04.
Epoch 00868: adjusting learning rate of group 0 to 1.9630e-04.
Epoch 00869: adjusting learning rate of group 0 to 1.9630e-04.
Epoch 00870: adjusting learning rate of group 0 to 1.9629e-04.
Epoch 00871: adjusting learning rate of group 0 to 1.9628e-04.
Epoch 00872: adjusting learning rate of group 0 to 1.9627e-04.
Epoch 00873: adjusting learning rate of group 0 to 1.9626e-04.
Epoch 00874: adjusting learning rate of group 0 to 1.9625e-04.
Epoch 00875: adjusting learning rate of group 0 to 1.9625e-04.
Epoch 00876: adjusting learning rate of group 0 to 1.9624e-04.
Epoch 00877: adjusting learning rate of group 0 to 1.9623e-04.
Epoch 00878: adjusting learning rate of group 0 to 1.9622e-04.
Epoch 00879: adjusting learning rate of group 0 to 1.9621e-04.
Epoch 00880: adjusting learning rate of group 0 to 1.9620e-04.
Epoch 00881: adjusting learning rate of group 0 to 1.9619e-04.
Epoch 00882: adjusting learning rate of group 0 to 1.9619e-04.
Epoch 00883: adjusting learning rate of group 0 to 1.9618e-04.
Epoch 00884: adjusting learning rate of group 0 to 1.9617e-04.
Epoch 00885: adjusting learning rate of group 0 to 1.9616e-04.
Epoch 00886: adjusting learning rate of group 0 to 1.9615e-04.
Epoch 00887: adjusting learning rate of group 0 to 1.9614e-04.
Epoch 00888: adjusting learning rate of group 0 to 1.9613e-04.
Epoch 00889: adjusting learning rate of group 0 to 1.9613e-04.
Epoch 00890: adjusting learning rate of group 0 to 1.9612e-04.
Epoch 00891: adjusting learning rate of group 0 to 1.9611e-04.
Epoch 00892: adjusting learning rate of group 0 to 1.9610e-04.
Epoch 00893: adjusting learning rate of group 0 to 1.9609e-04.
Epoch 00894: adjusting learning rate of group 0 to 1.9608e-04.
Epoch 00895: adjusting learning rate of group 0 to 1.9607e-04.
Epoch 00896: adjusting learning rate of group 0 to 1.9606e-04.
Epoch 00897: adjusting learning rate of group 0 to 1.9606e-04.
Epoch 00898: adjusting learning rate of group 0 to 1.9605e-04.
Epoch 00899: adjusting learning rate of group 0 to 1.9604e-04.
Epoch 00900: adjusting learning rate of group 0 to 1.9603e-04.
Epoch 00901: adjusting learning rate of group 0 to 1.9602e-04.
Epoch 00902: adjusting learning rate of group 0 to 1.9601e-04.
Epoch 00903: adjusting learning rate of group 0 to 1.9600e-04.
Epoch 00904: adjusting learning rate of group 0 to 1.9599e-04.
Epoch 00905: adjusting learning rate of group 0 to 1.9599e-04.
Epoch 00906: adjusting learning rate of group 0 to 1.9598e-04.
Epoch 00907: adjusting learning rate of group 0 to 1.9597e-04.
Epoch 00908: adjusting learning rate of group 0 to 1.9596e-04.
Epoch 00909: adjusting learning rate of group 0 to 1.9595e-04.
Epoch 00910: adjusting learning rate of group 0 to 1.9594e-04.
Epoch 00911: adjusting learning rate of group 0 to 1.9593e-04.
Epoch 00912: adjusting learning rate of group 0 to 1.9592e-04.
Epoch 00913: adjusting learning rate of group 0 to 1.9591e-04.
Epoch 00914: adjusting learning rate of group 0 to 1.9591e-04.
Epoch 00915: adjusting learning rate of group 0 to 1.9590e-04.
Epoch 00916: adjusting learning rate of group 0 to 1.9589e-04.
Epoch 00917: adjusting learning rate of group 0 to 1.9588e-04.
Epoch 00918: adjusting learning rate of group 0 to 1.9587e-04.
Epoch 00919: adjusting learning rate of group 0 to 1.9586e-04.
Epoch 00920: adjusting learning rate of group 0 to 1.9585e-04.
Epoch 00921: adjusting learning rate of group 0 to 1.9584e-04.
Epoch 00922: adjusting learning rate of group 0 to 1.9583e-04.
Epoch 00923: adjusting learning rate of group 0 to 1.9583e-04.
Epoch 00924: adjusting learning rate of group 0 to 1.9582e-04.
Epoch 00925: adjusting learning rate of group 0 to 1.9581e-04.
Epoch 00926: adjusting learning rate of group 0 to 1.9580e-04.
Epoch 00927: adjusting learning rate of group 0 to 1.9579e-04.
Epoch 00928: adjusting learning rate of group 0 to 1.9578e-04.
Epoch 00929: adjusting learning rate of group 0 to 1.9577e-04.
Epoch 00930: adjusting learning rate of group 0 to 1.9576e-04.
Epoch 00931: adjusting learning rate of group 0 to 1.9575e-04.
Epoch 00932: adjusting learning rate of group 0 to 1.9574e-04.
Epoch 00933: adjusting learning rate of group 0 to 1.9573e-04.
Epoch 00934: adjusting learning rate of group 0 to 1.9573e-04.
Epoch 00935: adjusting learning rate of group 0 to 1.9572e-04.
Epoch 00936: adjusting learning rate of group 0 to 1.9571e-04.
Epoch 00937: adjusting learning rate of group 0 to 1.9570e-04.
Epoch 00938: adjusting learning rate of group 0 to 1.9569e-04.
Epoch 00939: adjusting learning rate of group 0 to 1.9568e-04.
Epoch 00940: adjusting learning rate of group 0 to 1.9567e-04.
Epoch 00941: adjusting learning rate of group 0 to 1.9566e-04.
Epoch 00942: adjusting learning rate of group 0 to 1.9565e-04.
Epoch 00943: adjusting learning rate of group 0 to 1.9564e-04.
Epoch 00944: adjusting learning rate of group 0 to 1.9563e-04.
Epoch 00945: adjusting learning rate of group 0 to 1.9563e-04.
Epoch 00946: adjusting learning rate of group 0 to 1.9562e-04.
Epoch 00947: adjusting learning rate of group 0 to 1.9561e-04.
Epoch 00948: adjusting learning rate of group 0 to 1.9560e-04.
Epoch 00949: adjusting learning rate of group 0 to 1.9559e-04.
Epoch 00950: adjusting learning rate of group 0 to 1.9558e-04.
Epoch 00951: adjusting learning rate of group 0 to 1.9557e-04.
Epoch 00952: adjusting learning rate of group 0 to 1.9556e-04.
Epoch 00953: adjusting learning rate of group 0 to 1.9555e-04.
Epoch 00954: adjusting learning rate of group 0 to 1.9554e-04.
Epoch 00955: adjusting learning rate of group 0 to 1.9553e-04.
Epoch 00956: adjusting learning rate of group 0 to 1.9552e-04.
Epoch 00957: adjusting learning rate of group 0 to 1.9551e-04.
Epoch 00958: adjusting learning rate of group 0 to 1.9551e-04.
Epoch 00959: adjusting learning rate of group 0 to 1.9550e-04.
Epoch 00960: adjusting learning rate of group 0 to 1.9549e-04.
Epoch 00961: adjusting learning rate of group 0 to 1.9548e-04.
Epoch 00962: adjusting learning rate of group 0 to 1.9547e-04.
Epoch 00963: adjusting learning rate of group 0 to 1.9546e-04.
Epoch 00964: adjusting learning rate of group 0 to 1.9545e-04.
Epoch 00965: adjusting learning rate of group 0 to 1.9544e-04.
Epoch 00966: adjusting learning rate of group 0 to 1.9543e-04.
Epoch 00967: adjusting learning rate of group 0 to 1.9542e-04.
Epoch 00968: adjusting learning rate of group 0 to 1.9541e-04.
Epoch 00969: adjusting learning rate of group 0 to 1.9540e-04.
Epoch 00970: adjusting learning rate of group 0 to 1.9539e-04.
Epoch 00971: adjusting learning rate of group 0 to 1.9538e-04.
Epoch 00972: adjusting learning rate of group 0 to 1.9537e-04.
Epoch 00973: adjusting learning rate of group 0 to 1.9536e-04.
Epoch 00974: adjusting learning rate of group 0 to 1.9535e-04.
Epoch 00975: adjusting learning rate of group 0 to 1.9535e-04.
Epoch 00976: adjusting learning rate of group 0 to 1.9534e-04.
Epoch 00977: adjusting learning rate of group 0 to 1.9533e-04.
Epoch 00978: adjusting learning rate of group 0 to 1.9532e-04.
Epoch 00979: adjusting learning rate of group 0 to 1.9531e-04.
Epoch 00980: adjusting learning rate of group 0 to 1.9530e-04.
Epoch 00981: adjusting learning rate of group 0 to 1.9529e-04.
Epoch 00982: adjusting learning rate of group 0 to 1.9528e-04.
Epoch 00983: adjusting learning rate of group 0 to 1.9527e-04.
Epoch 00984: adjusting learning rate of group 0 to 1.9526e-04.
Epoch 00985: adjusting learning rate of group 0 to 1.9525e-04.
Epoch 00986: adjusting learning rate of group 0 to 1.9524e-04.
Epoch 00987: adjusting learning rate of group 0 to 1.9523e-04.
Epoch 00988: adjusting learning rate of group 0 to 1.9522e-04.
Epoch 00989: adjusting learning rate of group 0 to 1.9521e-04.
Epoch 00990: adjusting learning rate of group 0 to 1.9520e-04.
Epoch 00991: adjusting learning rate of group 0 to 1.9519e-04.
Epoch 00992: adjusting learning rate of group 0 to 1.9518e-04.
Epoch 00993: adjusting learning rate of group 0 to 1.9517e-04.
Epoch 00994: adjusting learning rate of group 0 to 1.9516e-04.
Epoch 00995: adjusting learning rate of group 0 to 1.9515e-04.
Epoch 00996: adjusting learning rate of group 0 to 1.9514e-04.
Epoch 00997: adjusting learning rate of group 0 to 1.9513e-04.
Epoch 00998: adjusting learning rate of group 0 to 1.9513e-04.
Epoch 00999: adjusting learning rate of group 0 to 1.9512e-04.
Epoch 01000: adjusting learning rate of group 0 to 1.9511e-04.
Epoch 01001: adjusting learning rate of group 0 to 1.9510e-04.
Epoch 01002: adjusting learning rate of group 0 to 1.9509e-04.
Epoch 01003: adjusting learning rate of group 0 to 1.9508e-04.
Epoch 01004: adjusting learning rate of group 0 to 1.9507e-04.
Epoch 01005: adjusting learning rate of group 0 to 1.9506e-04.
Epoch 01006: adjusting learning rate of group 0 to 1.9505e-04.
Epoch 01007: adjusting learning rate of group 0 to 1.9504e-04.
Epoch 01008: adjusting learning rate of group 0 to 1.9503e-04.
Epoch 01009: adjusting learning rate of group 0 to 1.9502e-04.
Epoch 01010: adjusting learning rate of group 0 to 1.9501e-04.
Epoch 01011: adjusting learning rate of group 0 to 1.9500e-04.
Epoch 01012: adjusting learning rate of group 0 to 1.9499e-04.
Epoch 01013: adjusting learning rate of group 0 to 1.9498e-04.
Epoch 01014: adjusting learning rate of group 0 to 1.9497e-04.
Epoch 01015: adjusting learning rate of group 0 to 1.9496e-04.
Epoch 01016: adjusting learning rate of group 0 to 1.9495e-04.
Epoch 01017: adjusting learning rate of group 0 to 1.9494e-04.
Epoch 01018: adjusting learning rate of group 0 to 1.9493e-04.
Epoch 01019: adjusting learning rate of group 0 to 1.9492e-04.
Epoch 01020: adjusting learning rate of group 0 to 1.9491e-04.
Epoch 01021: adjusting learning rate of group 0 to 1.9490e-04.
Epoch 01022: adjusting learning rate of group 0 to 1.9489e-04.
Epoch 01023: adjusting learning rate of group 0 to 1.9488e-04.
Epoch 01024: adjusting learning rate of group 0 to 1.9487e-04.
Epoch 01025: adjusting learning rate of group 0 to 1.9486e-04.
Epoch 01026: adjusting learning rate of group 0 to 1.9485e-04.
Epoch 01027: adjusting learning rate of group 0 to 1.9484e-04.
Epoch 01028: adjusting learning rate of group 0 to 1.9483e-04.
Epoch 01029: adjusting learning rate of group 0 to 1.9482e-04.
Epoch 01030: adjusting learning rate of group 0 to 1.9481e-04.
Epoch 01031: adjusting learning rate of group 0 to 1.9480e-04.
Epoch 01032: adjusting learning rate of group 0 to 1.9479e-04.
Epoch 01033: adjusting learning rate of group 0 to 1.9478e-04.
Epoch 01034: adjusting learning rate of group 0 to 1.9477e-04.
Epoch 01035: adjusting learning rate of group 0 to 1.9476e-04.
Epoch 01036: adjusting learning rate of group 0 to 1.9475e-04.
Epoch 01037: adjusting learning rate of group 0 to 1.9474e-04.
Epoch 01038: adjusting learning rate of group 0 to 1.9473e-04.
Epoch 01039: adjusting learning rate of group 0 to 1.9472e-04.
Epoch 01040: adjusting learning rate of group 0 to 1.9471e-04.
Epoch 01041: adjusting learning rate of group 0 to 1.9470e-04.
Epoch 01042: adjusting learning rate of group 0 to 1.9469e-04.
Epoch 01043: adjusting learning rate of group 0 to 1.9468e-04.
Epoch 01044: adjusting learning rate of group 0 to 1.9467e-04.
Epoch 01045: adjusting learning rate of group 0 to 1.9466e-04.
Epoch 01046: adjusting learning rate of group 0 to 1.9465e-04.
Epoch 01047: adjusting learning rate of group 0 to 1.9464e-04.
Epoch 01048: adjusting learning rate of group 0 to 1.9463e-04.
Epoch 01049: adjusting learning rate of group 0 to 1.9462e-04.
Epoch 01050: adjusting learning rate of group 0 to 1.9461e-04.
Epoch 01051: adjusting learning rate of group 0 to 1.9460e-04.
Epoch 01052: adjusting learning rate of group 0 to 1.9459e-04.
Epoch 01053: adjusting learning rate of group 0 to 1.9458e-04.
Epoch 01054: adjusting learning rate of group 0 to 1.9457e-04.
Epoch 01055: adjusting learning rate of group 0 to 1.9456e-04.
Epoch 01056: adjusting learning rate of group 0 to 1.9455e-04.
Epoch 01057: adjusting learning rate of group 0 to 1.9454e-04.
Epoch 01058: adjusting learning rate of group 0 to 1.9453e-04.
Epoch 01059: adjusting learning rate of group 0 to 1.9452e-04.
Epoch 01060: adjusting learning rate of group 0 to 1.9451e-04.
Epoch 01061: adjusting learning rate of group 0 to 1.9450e-04.
Epoch 01062: adjusting learning rate of group 0 to 1.9449e-04.
Epoch 01063: adjusting learning rate of group 0 to 1.9448e-04.
Epoch 01064: adjusting learning rate of group 0 to 1.9447e-04.
Epoch 01065: adjusting learning rate of group 0 to 1.9445e-04.
Epoch 01066: adjusting learning rate of group 0 to 1.9444e-04.
Epoch 01067: adjusting learning rate of group 0 to 1.9443e-04.
Epoch 01068: adjusting learning rate of group 0 to 1.9442e-04.
Epoch 01069: adjusting learning rate of group 0 to 1.9441e-04.
Epoch 01070: adjusting learning rate of group 0 to 1.9440e-04.
Epoch 01071: adjusting learning rate of group 0 to 1.9439e-04.
Epoch 01072: adjusting learning rate of group 0 to 1.9438e-04.
Epoch 01073: adjusting learning rate of group 0 to 1.9437e-04.
Epoch 01074: adjusting learning rate of group 0 to 1.9436e-04.
Epoch 01075: adjusting learning rate of group 0 to 1.9435e-04.
Epoch 01076: adjusting learning rate of group 0 to 1.9434e-04.
Epoch 01077: adjusting learning rate of group 0 to 1.9433e-04.
Epoch 01078: adjusting learning rate of group 0 to 1.9432e-04.
Epoch 01079: adjusting learning rate of group 0 to 1.9431e-04.
Epoch 01080: adjusting learning rate of group 0 to 1.9430e-04.
Epoch 01081: adjusting learning rate of group 0 to 1.9429e-04.
Epoch 01082: adjusting learning rate of group 0 to 1.9428e-04.
Epoch 01083: adjusting learning rate of group 0 to 1.9427e-04.
Epoch 01084: adjusting learning rate of group 0 to 1.9426e-04.
Epoch 01085: adjusting learning rate of group 0 to 1.9425e-04.
Epoch 01086: adjusting learning rate of group 0 to 1.9424e-04.
Epoch 01087: adjusting learning rate of group 0 to 1.9423e-04.
Epoch 01088: adjusting learning rate of group 0 to 1.9422e-04.
Epoch 01089: adjusting learning rate of group 0 to 1.9420e-04.
Epoch 01090: adjusting learning rate of group 0 to 1.9419e-04.
Epoch 01091: adjusting learning rate of group 0 to 1.9418e-04.
Epoch 01092: adjusting learning rate of group 0 to 1.9417e-04.
Epoch 01093: adjusting learning rate of group 0 to 1.9416e-04.
Epoch 01094: adjusting learning rate of group 0 to 1.9415e-04.
Epoch 01095: adjusting learning rate of group 0 to 1.9414e-04.
Epoch 01096: adjusting learning rate of group 0 to 1.9413e-04.
Epoch 01097: adjusting learning rate of group 0 to 1.9412e-04.
Epoch 01098: adjusting learning rate of group 0 to 1.9411e-04.
Epoch 01099: adjusting learning rate of group 0 to 1.9410e-04.
Epoch 01100: adjusting learning rate of group 0 to 1.9409e-04.
Epoch 01101: adjusting learning rate of group 0 to 1.9408e-04.
Epoch 01102: adjusting learning rate of group 0 to 1.9407e-04.
Epoch 01103: adjusting learning rate of group 0 to 1.9406e-04.
Epoch 01104: adjusting learning rate of group 0 to 1.9405e-04.
Epoch 01105: adjusting learning rate of group 0 to 1.9403e-04.
Epoch 01106: adjusting learning rate of group 0 to 1.9402e-04.
Epoch 01107: adjusting learning rate of group 0 to 1.9401e-04.
Epoch 01108: adjusting learning rate of group 0 to 1.9400e-04.
Epoch 01109: adjusting learning rate of group 0 to 1.9399e-04.
Epoch 01110: adjusting learning rate of group 0 to 1.9398e-04.
Epoch 01111: adjusting learning rate of group 0 to 1.9397e-04.
Epoch 01112: adjusting learning rate of group 0 to 1.9396e-04.
Epoch 01113: adjusting learning rate of group 0 to 1.9395e-04.
Epoch 01114: adjusting learning rate of group 0 to 1.9394e-04.
Epoch 01115: adjusting learning rate of group 0 to 1.9393e-04.
Epoch 01116: adjusting learning rate of group 0 to 1.9392e-04.
Epoch 01117: adjusting learning rate of group 0 to 1.9391e-04.
Epoch 01118: adjusting learning rate of group 0 to 1.9390e-04.
Epoch 01119: adjusting learning rate of group 0 to 1.9388e-04.
Epoch 01120: adjusting learning rate of group 0 to 1.9387e-04.
Epoch 01121: adjusting learning rate of group 0 to 1.9386e-04.
Epoch 01122: adjusting learning rate of group 0 to 1.9385e-04.
Epoch 01123: adjusting learning rate of group 0 to 1.9384e-04.
Epoch 01124: adjusting learning rate of group 0 to 1.9383e-04.
Epoch 01125: adjusting learning rate of group 0 to 1.9382e-04.
Epoch 01126: adjusting learning rate of group 0 to 1.9381e-04.
Epoch 01127: adjusting learning rate of group 0 to 1.9380e-04.
Epoch 01128: adjusting learning rate of group 0 to 1.9379e-04.
Epoch 01129: adjusting learning rate of group 0 to 1.9378e-04.
Epoch 01130: adjusting learning rate of group 0 to 1.9376e-04.
Epoch 01131: adjusting learning rate of group 0 to 1.9375e-04.
Epoch 01132: adjusting learning rate of group 0 to 1.9374e-04.
Epoch 01133: adjusting learning rate of group 0 to 1.9373e-04.
Epoch 01134: adjusting learning rate of group 0 to 1.9372e-04.
Epoch 01135: adjusting learning rate of group 0 to 1.9371e-04.
Epoch 01136: adjusting learning rate of group 0 to 1.9370e-04.
Epoch 01137: adjusting learning rate of group 0 to 1.9369e-04.
Epoch 01138: adjusting learning rate of group 0 to 1.9368e-04.
Epoch 01139: adjusting learning rate of group 0 to 1.9367e-04.
Epoch 01140: adjusting learning rate of group 0 to 1.9365e-04.
Epoch 01141: adjusting learning rate of group 0 to 1.9364e-04.
Epoch 01142: adjusting learning rate of group 0 to 1.9363e-04.
Epoch 01143: adjusting learning rate of group 0 to 1.9362e-04.
Epoch 01144: adjusting learning rate of group 0 to 1.9361e-04.
Epoch 01145: adjusting learning rate of group 0 to 1.9360e-04.
Epoch 01146: adjusting learning rate of group 0 to 1.9359e-04.
Epoch 01147: adjusting learning rate of group 0 to 1.9358e-04.
Epoch 01148: adjusting learning rate of group 0 to 1.9357e-04.
Epoch 01149: adjusting learning rate of group 0 to 1.9356e-04.
Epoch 01150: adjusting learning rate of group 0 to 1.9354e-04.
Epoch 01151: adjusting learning rate of group 0 to 1.9353e-04.
Epoch 01152: adjusting learning rate of group 0 to 1.9352e-04.
Epoch 01153: adjusting learning rate of group 0 to 1.9351e-04.
Epoch 01154: adjusting learning rate of group 0 to 1.9350e-04.
Epoch 01155: adjusting learning rate of group 0 to 1.9349e-04.
Epoch 01156: adjusting learning rate of group 0 to 1.9348e-04.
Epoch 01157: adjusting learning rate of group 0 to 1.9347e-04.
Epoch 01158: adjusting learning rate of group 0 to 1.9346e-04.
Epoch 01159: adjusting learning rate of group 0 to 1.9344e-04.
Epoch 01160: adjusting learning rate of group 0 to 1.9343e-04.
Epoch 01161: adjusting learning rate of group 0 to 1.9342e-04.
Epoch 01162: adjusting learning rate of group 0 to 1.9341e-04.
Epoch 01163: adjusting learning rate of group 0 to 1.9340e-04.
Epoch 01164: adjusting learning rate of group 0 to 1.9339e-04.
Epoch 01165: adjusting learning rate of group 0 to 1.9338e-04.
Epoch 01166: adjusting learning rate of group 0 to 1.9337e-04.
Epoch 01167: adjusting learning rate of group 0 to 1.9335e-04.
Epoch 01168: adjusting learning rate of group 0 to 1.9334e-04.
Epoch 01169: adjusting learning rate of group 0 to 1.9333e-04.
Epoch 01170: adjusting learning rate of group 0 to 1.9332e-04.
Epoch 01171: adjusting learning rate of group 0 to 1.9331e-04.
Epoch 01172: adjusting learning rate of group 0 to 1.9330e-04.
Epoch 01173: adjusting learning rate of group 0 to 1.9329e-04.
Epoch 01174: adjusting learning rate of group 0 to 1.9328e-04.
Epoch 01175: adjusting learning rate of group 0 to 1.9326e-04.
Epoch 01176: adjusting learning rate of group 0 to 1.9325e-04.
Epoch 01177: adjusting learning rate of group 0 to 1.9324e-04.
Epoch 01178: adjusting learning rate of group 0 to 1.9323e-04.
Epoch 01179: adjusting learning rate of group 0 to 1.9322e-04.
Epoch 01180: adjusting learning rate of group 0 to 1.9321e-04.
Epoch 01181: adjusting learning rate of group 0 to 1.9320e-04.
Epoch 01182: adjusting learning rate of group 0 to 1.9318e-04.
Epoch 01183: adjusting learning rate of group 0 to 1.9317e-04.
Epoch 01184: adjusting learning rate of group 0 to 1.9316e-04.
Epoch 01185: adjusting learning rate of group 0 to 1.9315e-04.
Epoch 01186: adjusting learning rate of group 0 to 1.9314e-04.
Epoch 01187: adjusting learning rate of group 0 to 1.9313e-04.
Epoch 01188: adjusting learning rate of group 0 to 1.9312e-04.
Epoch 01189: adjusting learning rate of group 0 to 1.9310e-04.
Epoch 01190: adjusting learning rate of group 0 to 1.9309e-04.
Epoch 01191: adjusting learning rate of group 0 to 1.9308e-04.
Epoch 01192: adjusting learning rate of group 0 to 1.9307e-04.
Epoch 01193: adjusting learning rate of group 0 to 1.9306e-04.
Epoch 01194: adjusting learning rate of group 0 to 1.9305e-04.
Epoch 01195: adjusting learning rate of group 0 to 1.9304e-04.
Epoch 01196: adjusting learning rate of group 0 to 1.9302e-04.
Epoch 01197: adjusting learning rate of group 0 to 1.9301e-04.
Epoch 01198: adjusting learning rate of group 0 to 1.9300e-04.
Epoch 01199: adjusting learning rate of group 0 to 1.9299e-04.
Epoch 01200: adjusting learning rate of group 0 to 1.9298e-04.
Epoch 01201: adjusting learning rate of group 0 to 1.9297e-04.
Epoch 01202: adjusting learning rate of group 0 to 1.9295e-04.
Epoch 01203: adjusting learning rate of group 0 to 1.9294e-04.
Epoch 01204: adjusting learning rate of group 0 to 1.9293e-04.
Epoch 01205: adjusting learning rate of group 0 to 1.9292e-04.
Epoch 01206: adjusting learning rate of group 0 to 1.9291e-04.
Epoch 01207: adjusting learning rate of group 0 to 1.9290e-04.
Epoch 01208: adjusting learning rate of group 0 to 1.9288e-04.
Epoch 01209: adjusting learning rate of group 0 to 1.9287e-04.
Epoch 01210: adjusting learning rate of group 0 to 1.9286e-04.
Epoch 01211: adjusting learning rate of group 0 to 1.9285e-04.
Epoch 01212: adjusting learning rate of group 0 to 1.9284e-04.
Epoch 01213: adjusting learning rate of group 0 to 1.9283e-04.
Epoch 01214: adjusting learning rate of group 0 to 1.9281e-04.
Epoch 01215: adjusting learning rate of group 0 to 1.9280e-04.
Epoch 01216: adjusting learning rate of group 0 to 1.9279e-04.
Epoch 01217: adjusting learning rate of group 0 to 1.9278e-04.
Epoch 01218: adjusting learning rate of group 0 to 1.9277e-04.
Epoch 01219: adjusting learning rate of group 0 to 1.9276e-04.
Epoch 01220: adjusting learning rate of group 0 to 1.9274e-04.
Epoch 01221: adjusting learning rate of group 0 to 1.9273e-04.
Epoch 01222: adjusting learning rate of group 0 to 1.9272e-04.
Epoch 01223: adjusting learning rate of group 0 to 1.9271e-04.
Epoch 01224: adjusting learning rate of group 0 to 1.9270e-04.
Epoch 01225: adjusting learning rate of group 0 to 1.9269e-04.
Epoch 01226: adjusting learning rate of group 0 to 1.9267e-04.
Epoch 01227: adjusting learning rate of group 0 to 1.9266e-04.
Epoch 01228: adjusting learning rate of group 0 to 1.9265e-04.
Epoch 01229: adjusting learning rate of group 0 to 1.9264e-04.
Epoch 01230: adjusting learning rate of group 0 to 1.9263e-04.
Epoch 01231: adjusting learning rate of group 0 to 1.9261e-04.
Epoch 01232: adjusting learning rate of group 0 to 1.9260e-04.
Epoch 01233: adjusting learning rate of group 0 to 1.9259e-04.
Epoch 01234: adjusting learning rate of group 0 to 1.9258e-04.
Epoch 01235: adjusting learning rate of group 0 to 1.9257e-04.
Epoch 01236: adjusting learning rate of group 0 to 1.9256e-04.
Epoch 01237: adjusting learning rate of group 0 to 1.9254e-04.
Epoch 01238: adjusting learning rate of group 0 to 1.9253e-04.
Epoch 01239: adjusting learning rate of group 0 to 1.9252e-04.
Epoch 01240: adjusting learning rate of group 0 to 1.9251e-04.
Epoch 01241: adjusting learning rate of group 0 to 1.9250e-04.
Epoch 01242: adjusting learning rate of group 0 to 1.9248e-04.
Epoch 01243: adjusting learning rate of group 0 to 1.9247e-04.
Epoch 01244: adjusting learning rate of group 0 to 1.9246e-04.
Epoch 01245: adjusting learning rate of group 0 to 1.9245e-04.
Epoch 01246: adjusting learning rate of group 0 to 1.9244e-04.
Epoch 01247: adjusting learning rate of group 0 to 1.9242e-04.
Epoch 01248: adjusting learning rate of group 0 to 1.9241e-04.
Epoch 01249: adjusting learning rate of group 0 to 1.9240e-04.
Epoch 01250: adjusting learning rate of group 0 to 1.9239e-04.
Epoch 01251: adjusting learning rate of group 0 to 1.9238e-04.
